Easting,Northing,Heading,Speed
671837.533497597,3529932.0270040175,-3.691062000000045,0.0
671837.4503779878,3529933.034769305,-3.7350059999999985,3.7469856610099055
671837.3674441965,3529934.031448056,-3.7569780000000037,5.256042591909497
671837.2845104162,3529935.0281268083,-3.800922000000014,6.444315189909413
671837.1919321535,3529936.0357335713,-3.833880000000022,7.095445519854141
671837.1089983891,3529937.032412326,-3.91078200000004,7.3498226223933285
671837.0164201467,3529938.0400190917,-3.9547260000000506,7.459375355364682
671836.933486403,3529939.036697849,-3.9876840000000016,7.447682069042718
671836.8314495074,3529940.04414609,-4.06458600000002,7.383426222573984
671836.7485157829,3529941.0408248506,-4.119516000000033,7.251160541023915
671836.6466647214,3529942.037186556,-4.207403999999997,7.140798707095876
671836.554086532,3529943.0447933287,-4.251348000000007,6.954590631371351
671836.4616941641,3529944.041313566,-4.317264000000023,6.834013994248821
671836.3693018092,3529945.0378338043,-4.372194000000036,6.75819631773302
671836.2769094624,3529946.0343540413,-4.4381100000000515,6.735409812333164
671836.1748726505,3529947.041802293,-4.50402600000001,6.726179299356879
671836.0822945123,3529948.0494090747,-4.569942000000026,6.758986382509653
671835.9802577245,3529949.0568573293,-4.624872000000039,6.772566187119038
671835.8689480935,3529950.053060518,-4.734732000000008,6.808137174282567
671835.76709714,3529951.049422238,-4.800648000000024,6.784375609565336
671835.665246201,3529952.0457839593,-4.888536000000045,6.796249017516303
671835.5537508001,3529953.053073692,-4.954452000000003,6.784375609565336
671835.4517140739,3529954.0605219533,-5.031354000000022,6.830076014182919
671835.3404045112,3529955.0567251523,-5.1192420000000425,6.84005075771282
671835.2383678108,3529956.064173417,-5.174171999999999,6.871315844318629
671835.1270582781,3529957.060376618,-5.284032000000025,6.983320054339507
671835.025207414,3529958.056738349,-5.360934000000043,7.044958900859849
671834.9137120959,3529959.064028092,-5.492766000000017,7.091933814280998
671834.7927581375,3529960.0711593097,-5.657556,7.111570763751961
671834.6719900054,3529961.0672039906,-5.74544400000002,7.057907133923783
671834.5512218896,3529962.0632486735,-5.811360000000036,6.928930184055089
671834.4302679794,3529963.070379896,-5.877276000000052,6.795560068512738
671834.3094998957,3529964.0664245826,-5.954178000000013,6.783679008572913
671834.188546018,3529965.0735558085,-6.031080000000031,6.775952302486504
671834.0677779687,3529966.0696004997,-6.086010000000044,6.816353138802137
671833.937365475,3529967.0765732033,-6.1409400000000005,6.765048897634731
671833.8165974541,3529968.072617897,-6.206856000000016,6.807693359073901
671833.6863708053,3529969.0685040634,-6.272772000000032,6.832901606484096
671833.5561441742,3529970.064390236,-6.327702000000045,6.7566162543374695
671833.4257317515,3529971.0713629476,-6.393618000000004,6.570812434664664
671833.295319347,3529972.0783356614,-6.459534000000019,6.504203496232436
671833.1556341271,3529973.0740633113,-6.525450000000035,6.507923311918702
671833.0252217593,3529974.0810360285,-6.602351999999996,6.603617128549242
671832.8948094097,3529975.088008748,-6.646296000000007,6.549000268575491
671832.7645828874,3529976.083894931,-6.712212000000022,6.486262828783984
671832.624897744,3529977.0796225895,-6.74517000000003,6.062479925339402
