cx,cy,cyaw,ck
671850.9442759168,3529970.7328772363,-2.980720709166807,-0.012146110979870953
671849.9535338635,3529970.572105323,-2.9929120853495212,-0.012146110979870953
671848.9531473127,3529970.422261507,-2.9807209085429203,0.01205171906222313
671847.9624052097,3529970.261489788,-2.980721011071587,-1.0215051802489991e-07
671846.9716630811,3529970.1007181695,-2.9807211072752886,-9.584887976446973e-08
671845.9809209293,3529969.939946645,-2.9820622702143114,-0.0013362160054031997
671844.9807201012,3529969.779016682,-2.969806375169497,0.012097537155301612
671843.9901637195,3529969.6071588136,-2.9604656254965565,0.009290868653605379
671842.9903344787,3529969.42405597,-2.949723767624123,0.010567736344860587
671841.9906910313,3529969.2298666863,-2.939022583475594,0.010508359051367896
671840.9912333671,3529969.024590961,-2.915835365695044,0.022723391374797897
671840.0016059484,3529968.7973007914,-2.8557334809653323,0.05915512386402406
671839.0412835105,3529968.515053617,-2.8001952479573062,0.05545750711953993
671838.0913487467,3529968.1775323725,-2.738608753303588,0.06105210831008365
671837.170718933,3529967.7850541133,-2.6467371467544996,0.09166918785278518
671836.2799514993,3529967.3043592144,-2.585302343300575,0.06065659385794099
671835.4184889906,3529966.768707287,-2.475965055645434,0.1075688142952021
671834.6247234229,3529966.145472818,-2.397456069378843,0.0777133844361999
671833.8886387069,3529965.467756878,-2.2960763810425213,0.1011495089549132
671833.220065109,3529964.713544906,-2.217748976685072,0.07763540569989384
671832.6091723642,3529963.9048514427,-2.1173437178324543,0.09890181878158988
671832.084336426,3529963.042152046,-2.0521806347079834,0.06448480306274419
671831.6168097353,3529962.1471442133,-1.9872875348412633,0.06422061285482637
671831.2065922996,3529961.2198279304,-1.9399375566499473,0.04667883311890205
671830.8438538653,3529960.28221775,-1.9007803342063638,0.03893959861710553
671830.5191357855,3529959.334155138,-1.8704191783038848,0.03029196958340751
671830.2229794136,3529958.375481572,-1.8614329075020586,0.008955913774878482
671829.9362816368,3529957.416966538,-1.849162404663778,0.012264391033486997
671829.6592282653,3529956.4475235017,-1.837081651303718,0.011981550465777422
671829.3918192954,3529955.467152458,-1.837081707048057,-5.485640749665066e-08
671829.12441027,3529954.4867814267,-1.807306313495707,0.02929678251196225
671828.8855629696,3529953.49579943,-1.7918296408868455,0.015182139416206183
671828.6654471385,3529952.5162210236,-1.7618878537198015,0.029817910693695788
671828.4738930485,3529951.5260316487,-1.734200349186898,0.0274493451154681
671828.3107149069,3529950.536317844,-1.712091974653943,0.02203879256011669
671828.1668256577,3529949.5247480087,-1.693754221667558,0.017946351835009863
671828.0418537054,3529948.513495217,-1.6568053682241928,0.036253599520016264
671827.9547163856,3529947.502876512,-1.639149221295842,0.017405146942395845
671827.886310573,3529946.503661386,-1.619572898740419,0.019544701611589853
671827.8370078797,3529945.4936767668,-1.5915229457187476,0.0277359850385224
671827.8160811735,3529944.48416771,-1.5727873981294824,0.018553996558881677
671827.8140717975,3529943.4749756926,-1.5540386758234968,0.01857682822805552
671827.8311655567,3529942.45501418,-1.5165543848609198,0.036736927129530084
671827.885908199,3529941.446773285,-1.4877783591275642,0.028494914897908008
671827.9688410586,3529940.45009449,-1.4327558020562032,0.05498802166940389
671828.1087117721,3529939.4432802782,-1.3959851117237037,0.036166258770495965
671828.2864172062,3529938.4371001488,-1.3279059924672092,0.06657831438121568
671828.5299617915,3529937.454202742,-1.2769644507393603,0.05028486701811871
671828.8204281934,3529936.4942710195,-1.2110171993489434,0.06570788458432276
671829.1769195836,3529935.546535488,-1.1378551359397702,0.07218971714977562
671829.5990643733,3529934.63316923,-1.0341766243219015,0.10285487551611067
671830.1150528078,3529933.7657343564,-0.9334376640968369,0.09964194651829544
671830.7152404244,3529932.9551588963,-0.7976210314078139,0.1342460312772141
671831.4179871833,3529932.235019522,-0.6465389578492924,0.14957943911528387
671832.2229214739,3529931.6274893344,-0.4798756756570665,0.16449945214862435
671833.1105685104,3529931.165510919,-0.28408676464170035,0.1944100947361007
671834.0803708434,3529930.8823439167,-0.03847335197087163,0.24067315170437753
671835.0839201722,3529930.8437149487,0.18266238311934932,0.21840035661933158
671836.0742946351,3529931.026658317,0.41320239636164857,0.2268856988314196
671836.9947420773,3529931.430222853,0.6512204172805371,0.23459667298737535
671837.7981548525,3529932.042529356,0.8952993645029369,0.23923581411390984
671838.4376111528,3529932.8406120813,1.1278767226531976,0.22537841314120943
671838.8671182719,3529933.7460725764,1.331532149705343,0.20181359206071967
671839.1061510404,3529934.7259682594,1.5212946779560368,0.18701198772011032
671839.155638575,3529935.724866427,1.6437486349533146,0.12213309812684456
671839.0819774842,3529936.732790241,1.7380819886266539,0.09320443303975996
671838.9139154553,3529937.72804222,1.756560840126775,0.01830677727147764
671838.7269361,3529938.7229771414,1.7584232029223714,0.0018396383204766866
671838.5401425892,3529939.7068255274,1.7380819123003364,-0.020310970800579264
671838.3720806374,3529940.7020775136,1.7380819123003364,-0.020310970800579264
