Easting,Northing,Heading,Speed
671831.1398429922,3530014.3159680455,-6.272772000000032,5.881825605703644
671830.9717824303,3530015.3112201723,-12.06239400000004,5.133424470193597
671830.6907760873,3530016.271310378,-21.598242000000027,5.72368166900586
671830.2122539985,3530017.161552324,-33.50706600000001,5.41286803101423
671829.5560624609,3530017.92683039,-46.195896000000005,5.408202218921252
671828.7513205219,3530018.5232740203,-58.96162800000002,5.475745601547937
671827.8362341889,3530018.9293442685,-71.848206,5.365138007640195
671826.8491952443,3530019.11241563,-84.73478400000005,4.465296260394165
671825.8374966322,3530019.0732807377,-98.14869000000004,4.877860255701169
671824.8675342919,3530018.8019627025,-111.54062400000001,5.519283220549692
671823.9862295594,3530018.321427192,-124.84467000000001,5.54101636426653
671823.2501481952,3530017.643711835,-137.81913600000001,5.876161740704821
671822.668005581,3530016.8133212784,-149.25556200000003,6.265768350159099
671822.238686919,3530015.8967747283,-159.131976,6.127458192194921
671821.961820636,3530014.9162452444,-167.08584000000002,6.220808446455679
671821.8081019574,3530013.926689955,-172.95236400000002,6.486407012486802
671821.7493408988,3530012.9165467643,-176.599716,6.717735527901844
671821.7191414377,3530011.8957925877,-178.192686,6.855195146626768
671821.7078591798,3530010.8753554476,-179.34621600000003,7.093075935611802
671821.7247669374,3530009.8664803994,179.58837599999993,7.060556820273108
671821.7511333,3530008.857763867,178.85231399999998,6.852428525739687
671821.7964168804,3530007.849364372,178.47879,6.82120466114088
671821.841700462,3530006.8409648766,178.06132200000002,6.910501143422603
671821.9059012716,3530005.832882417,177.66582599999992,7.011914386097729
671821.9606434708,3530004.824641443,177.40216199999998,7.1012560993944325
671822.0344887002,3530003.8056309633,177.1165259999999,7.0267237269931835
671822.1081481396,3530002.7977070264,176.84187599999996,6.973158844698544
671822.1819933828,3530001.7786965487,176.66609999999991,6.852690256665863
671822.2649256531,3530000.7820176687,176.545254,6.744218949651586
671822.3573165498,3529999.7854973087,176.39144999999996,6.733970303441033
671822.4497074569,3529998.7889769482,176.23764599999993,6.734700789140243
671822.5233669326,3529997.781053017,176.094828,6.756723780421455
671822.6157578591,3529996.78453266,176.039898,6.770678176016366
671822.6986901722,3529995.787853787,175.98496799999998,6.780884842069378
671822.781808296,3529994.7800883767,175.97398199999998,6.824669340856246
671822.8743850518,3529993.7724814853,175.98496799999998,6.835625297258086
671822.9575031915,3529992.7647160776,176.094828,6.845825412862338
671823.0500799676,3529991.757109188,176.1607439999999,6.8568179744357005
671823.133012326,3529990.7604303225,176.20468799999992,6.867023885576691
671823.2159446955,3529989.7637514584,176.1717299999999,6.899127785372297
671823.3085215013,3529988.7561445734,176.072856,6.92409721681889
671823.3914538866,3529987.7594657117,175.99595399999998,6.913139692340707
671823.4840307127,3529986.75185883,175.98496799999998,6.93528376555575
