cx,cy,cyaw,ck
671850.9627100439,3529957.2148980736,-3.0366016389810513,0.032584405831356855
671849.9615788782,3529957.109400374,-3.0037938662162413,0.032584405831356855
671848.9610051747,3529956.970643153,-3.0366018378857884,-0.03247251802460303
671847.9598739764,3529956.865145651,-3.1248330067191583,-0.08753250807185962
671846.9572561767,3529956.8483405574,3.09210373746987,-0.06601799520823431
671845.9535234463,3529956.898054795,2.9493540953499235,-0.14156272860865174
671844.9568337143,3529957.092052674,2.889252073227363,-0.059155191514536055
671843.987590898,3529957.341958948,2.7961995328997515,-0.09283086978428709
671843.0452375553,3529957.6810332257,2.7040457409228313,-0.09188563433419632
671842.1297737048,3529958.1092754994,2.570832480986258,-0.1314166405417339
671841.2881210153,3529958.6496515027,2.457734544728327,-0.11283523629190662
671840.5015480029,3529959.290757615,2.3432564559370825,-0.11256801983920002
671839.7891578067,3529960.0218243487,2.2297628555582807,-0.11094645950420785
671839.1702393633,3529960.820995669,2.131478775589416,-0.09707662153901671
671838.6258753589,3529961.6879545017,2.0292385973957776,-0.09969984422882636
671838.1753547125,3529962.60084482,1.9431464638907212,-0.08446489083982052
671837.809590379,3529963.537335002,1.8883814681480453,-0.05444448410967266
671837.4905619248,3529964.5078774584,1.861636078636451,-0.02617596425206886
671837.1999094718,3529965.478895512,1.8435771087780048,-0.017815955401934265
671836.9281743675,3529966.450230632,1.834482376380914,-0.009016803602745437
671836.6658979561,3529967.4217242883,1.834482333969836,-4.2146619182340334e-08
671836.4036215878,3529968.3932179487,1.8136869447011676,-0.020664228094505552
671836.1600767423,3529969.3761152118,1.7954038876959104,-0.018054178159257517
671835.9354492272,3529970.3593295375,1.8112577234030167,0.015718816012018803
671835.6917186453,3529971.35331335,1.784057779864623,-0.026573968775354395
671835.4763640383,3529972.3477727515,1.7677162900083012,-0.01605955572278637
671835.2801125606,3529973.331462675,1.7565601081457016,-0.011121745247696798
671835.0931339458,3529974.3263976676,1.7456078662402452,-0.010818393773660047
671834.915428187,3529975.3325777305,1.718064848960232,-0.026953241391830574
671834.7660983773,3529976.3392333793,1.7194982572170283,0.0014085173553293447
671834.6169544007,3529977.3348024925,1.699588911608204,-0.01977595484325654
671834.4865419103,3529978.3417752013,1.6914549549836586,-0.008010643864297451
671834.3657738863,3529979.3378199013,1.6903212455553223,-0.0011299358728402357
671834.2448200672,3529980.3449511393,1.6914549228610738,0.0011176187218520071
671834.1240520752,3529981.340995843,1.6914549067945948,-1.6013005200307586e-08
671834.0032840994,3529982.3370405473,1.6810358172283424,-0.010384223951295193
671833.8917889644,3529983.3443303206,1.6914548780682175,0.010280683615949596
671833.7710210172,3529984.340375028,1.6995887928964615,0.008106753426101234
671833.6406086466,3529985.3473477513,1.6632466674816437,-0.035783686563331495
671833.5482166291,3529986.3438680433,1.6632466594037267,-8.071506881359395e-09
671833.4558246196,3529987.340388336,1.671734182167468,0.008480685724367127
671833.3537881813,3529988.3478366444,1.6624179798366072,-0.009200124341493783
671833.2612103833,3529989.3554434814,1.6632466244280564,0.0008189393514188185
671833.1688184086,3529990.351963778,1.6538147708399331,-0.009424229268430279
671833.0858850683,3529991.348642606,1.6624179470462925,0.00860200941124507
671832.9933073033,3529992.3562494456,1.6726649652995493,0.010126827201400393
671832.891456733,3529993.3526112232,1.6810356746319994,0.008357624182234718
671832.7799617415,3529994.3599010133,1.6820681963082522,0.0010188268411244672
671832.6686525748,3529995.3561042654,1.6914547039297836,0.009363873649520594
671832.547884801,3529996.352148994,1.6914546857306658,-1.8138545920880458e-08
671832.4271170457,3529997.3481937223,1.6995885954741365,0.008106748376922483
671832.2967048745,3529998.3551664664,1.7101710954127873,0.010421987122791892
671832.1570199105,3529999.3508941475,1.7088368872410218,-0.0013269391361930294
671832.0171491589,3530000.3577083694,1.708836867754803,-1.917022657319755e-08
671831.8772784269,3530001.3645225936,1.7088368476257203,-1.9802665366116103e-08
671831.7374077151,3530002.3713368215,1.7101710140721775,0.001312530946939792
671831.5977228327,3530003.3670645095,1.6914545646714416,-0.018613397235365595
671831.4769551979,3530004.3631092533,1.690320857783049,-0.0011299333451689057
671831.3560017694,3530005.370240537,1.671733933764121,-0.018322588414649513
671831.2539655811,3530006.3776888736,1.6632464013046548,-0.008381800113099741
671831.161573828,3530007.3742091996,1.6343974081415558,-0.028822101649206136
671831.0973721038,3530008.382291641,1.5969298103620961,-0.037083371137254184
671831.0710048237,3530009.391008188,1.587554686797712,-0.009290801341301173
671831.0539103395,3530010.410969799,1.5782814632768773,-0.009090330859824773
671831.0462744584,3530011.431089938,1.568806093035496,-0.009288085447952179
671831.0482829893,3530012.4402820654,1.5875547025435512,0.018576714485447277
671831.0311884889,3530013.4602436833,1.5969298312437277,0.009190223221498576
671831.0048211876,3530014.4689602344,1.6810354202662892,0.08325211092182934
671830.8933264518,3530015.476250058,1.8045626157376469,0.12157906896785321
671830.6592415158,3530016.4593059705,1.964703487394722,0.15779384971166585
671830.2747480297,3530017.3843927877,2.1371333685530285,0.17126691449533843
671829.730573245,3530018.2402654584,2.308224444964809,0.16787031372056913
671829.055836221,3530018.9830534263,2.480602259148611,0.1709278596964884
671828.2601813768,3530019.601828694,2.6520227535198835,0.16923790762656446
671827.3723561186,3530020.0748937833,2.820221220352535,0.16640902801237972
671826.420922026,3530020.391637744,2.9690493971154304,0.14786933242948705
671825.43406906,3530020.563622697,-3.1248348288337,0.1878480362076113
671824.4219989859,3530020.546661016,-2.971246837698527,0.15113912393009626
671823.4219887464,3530020.3746464057,-2.7898073591626735,0.1778320551194334
671822.4722442863,3530020.0260398583,-2.618507112067978,0.1684920053622843
671821.600769763,3530019.5234899917,-2.412021679315039,0.20379965997854282
671820.8550439471,3530018.8567028306,-2.1822246430885652,0.22769884088611125
671820.2729012214,3530018.026312415,-1.9358270140496905,0.24051600957657543
671819.9103500156,3530017.077615962,-1.7341996534624111,0.1971854706922599
671819.7471725871,3530016.087902192,-1.525920259739306,0.2061428183201335
671819.7924559931,3530015.0795026873,-1.4327570484932253,0.09216074105799882
671819.9323254465,3530014.0726883393,-1.3461909472559654,0.08505600904527287
671820.1569507743,3530013.08947371,-1.3393684222888913,0.006764652894301624
671820.3912205423,3530012.095331064,-1.3646158939283515,-0.024716533634444114
671820.5969287289,3530011.1117994124,-1.3575368327090425,0.00704508986015245
671820.8122813543,3530010.1173397433,-1.3850343182009877,-0.027020882300096076
671820.999258185,3530009.122404527,-1.3942599067201396,-0.009112895846570285
671821.1767764372,3530008.1273108004,-1.440770936974012,-0.04599731841202098
671821.30700166,3530007.131424491,-1.403512994893071,0.037087452659707115
671821.4750613477,3530006.136172252,-1.4407708972309115,-0.03690452449879899
671821.60528661,3530005.1402859483,-1.4420051370110365,-0.0012288759766685834
671821.7356976892,3530004.1333131064,-1.4512727297227532,-0.00912706418608984
671821.856650172,3530003.126181752,-1.4512727138840467,1.561435469574565e-08
671821.977602671,3530002.1190503975,-1.4595255241129974,-0.008135818569400662
671822.0889107704,3530001.122847068,-1.4689287621570932,-0.009380563628309765
671822.1907602666,3530000.126485221,-1.4791757725010453,-0.010230932991987893
671822.283336954,3529999.1188783217,-1.4877789414767635,-0.008502303477449333
671822.3662692357,3529998.1221994464,-1.4791757524817748,0.00860202254569068
671822.4588459433,3529997.114592548,-1.4885049599367344,-0.009219809702470294
671822.5419640428,3529996.1068271375,-1.4791757299605905,0.009225882006419012
671822.634540773,3529995.0992202424,-1.4978456039595915,-0.018450139901687455
671822.7082002657,3529994.091296315,-1.487778896933422,0.009960833869407272
671822.7911325917,3529993.0946174455,-1.48850492773681,-0.0007259412583342185
671822.8742507235,3529992.0868520387,-1.4984551118002518,-0.009839937623618688
671822.9480960405,3529991.0678415755,-1.4885049110643374,0.009738871911873035
671823.031214189,3529990.060076172,-1.4892152211515217,-0.000702451498960211
671823.1145181482,3529989.041224229,-1.4791756630913169,0.009820857232732304
671823.2070949451,3529988.0336173475,-1.4698594635247522,0.009206954799142911
671823.3091303796,3529987.026168981,-1.478346983884013,-0.008381788547309067
671823.4015213989,3529986.0296486383,-1.4605578670179018,0.017774063698227906
671823.5130154911,3529985.0223587924,-1.4595253158439159,0.0010188559912343385
671823.6243237975,3529984.0261554895,-1.460557838260871,-0.0010300476530673926
671823.7358179184,3529983.0188656487,-1.4605578266281969,1.1478386898224635e-08
671823.8473120511,3529982.0115758087,-1.4595252704820199,0.0010188608990436977
671823.9586204028,3529981.01537251,-1.4605577980228173,-0.0010300527637397763
671824.0701145643,3529980.008082674,-1.459525244318862,0.0010188584897571653
671824.1814229421,3529979.011879378,-1.4595252301862698,1.4098721510396084e-08
671824.2927313341,3529978.0156760826,-1.4595252156410066,1.4510403375694924e-08
671824.4040397403,3529977.0194727913,-1.4689284756751542,-0.009380585600930559
671824.5058895211,3529976.0231109825,-1.460557728252919,0.008357662622576442
671824.6173837528,3529975.0158211538,-1.4595251737539037,0.0010188592739392352
671824.7286922007,3529974.0196178677,-1.468928436302671,-0.009380588113743009
671824.8305420206,3529973.023256064,-1.459525146296646,0.009388562472402742
671824.9418504961,3529972.0270527788,-1.4595251342144966,1.2053193093000911e-08
671825.0531589835,3529971.0308494964,-1.4698592399667771,-0.010309155166027715
671825.1551946427,3529970.023401157,-1.4689283848571648,0.0009192700517231228
671825.2570445138,3529969.027039359,-1.4689283722954043,1.2542271092486237e-08
671825.3588943974,3529968.0306775626,-1.4783467539268609,-0.009403630024774663
671825.4512856451,3529967.034157249,-1.4885046527421946,-0.010149664041995689
671825.5344040529,3529966.02639188,-1.4885046416516625,1.096783180410181e-08
671825.6175224718,3529965.018626512,-1.4877785937915984,0.0007180151619368802
671825.7004550986,3529964.0219476833,-1.4978453152955504,-0.010065310965231852
671825.7741148807,3529963.0140237985,-1.497845305821822,9.374250331501755e-09
671825.8477746722,3529962.006099916,-1.5071958177170535,-0.00925219272959245
671825.9119758145,3529960.9980175155,-1.4978452956923582,0.0092566647993877
671825.9856356161,3529959.990093635,-1.507195804343778,-0.009252189530231386
671826.0498367718,3529958.9820112367,-1.5165545248662033,-0.009264780780159548
671826.1045792736,3529957.9737703223,-1.507195797697815,0.009268446160547094
671826.1687804358,3529956.9656879273,-1.5262252963319762,-0.01883762490413142
671826.2142500897,3529955.9462019564,-1.5071957895295345,0.018646122992759764
671826.2784512601,3529954.9381195633,-1.5165545113518657,-0.00926478210531507
671826.3331937753,3529953.929878654,-1.516554506131151,5.170427482161471e-09
671826.3879362958,3529952.9216377432,-1.5165545050101334,1.1102194374631083e-09
671826.4426788173,3529951.9133968363,-1.5262252854690614,-0.00957747974231432
671826.488148482,3529950.8939108714,-1.5071957689916342,0.01864613257336556
671826.5523496728,3529949.885828485,-1.516554495625161,-0.009264786915875496
671826.6070922036,3529948.877587581,-1.507195757832952,0.009268456765316263
671826.6712934055,3529947.8695051963,-1.498454760895305,0.008653273915673668
671826.7451390775,3529946.8504947936,-1.497845216455933,0.000596608366744479
671826.8187989581,3529945.8425709317,-1.5071957431044236,-0.0092522074549514
671826.8830001745,3529944.8344885525,-1.497845206096696,0.0092566797842996
671826.9566600655,3529943.8265646924,-1.487778449220162,0.00996088356687627
671827.0395928351,3529942.8298858907,-1.4783465499914843,0.00943059723838684
671827.1319842847,3529941.833365611,-1.4791752003479857,-0.0008279927453349451
671827.224561546,3529940.8257587925,-1.4783465309998274,0.0008189638729302575
671827.3169530143,3529939.8292385163,-1.4595247901395614,0.01880569585661219
671827.428261844,3529938.8330352767,-1.432755844784591,0.026701600830791886
671827.5681325139,3529937.8262210637,-1.3461891259798267,0.08505661150821807
671827.7927596874,3529936.8430066025,-1.2110173089292227,0.13361846002879366
671828.1492509709,3529935.8952710396,-1.0505973980664545,0.15775053804308065
671828.6463218704,3529935.027519058,-0.8547040808654585,0.19463574209661613
671829.3216213188,3529934.2514712997,-0.6754460360042033,0.1733205574975661
671830.1080095757,3529933.6214508377,-0.4473578561521295,0.2244018814695608
671831.0236607698,3529933.1821208964,-0.22628534730851863,0.21590960877796414
671832.011451181,3529932.954703443,0.016758049706402472,0.2374213057445739
