2025-03-28 15:48:42,410 - INFO - Created a socket
2025-03-28 15:48:42,411 - INFO - Created a socket
2025-03-28 15:48:42,555 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,558 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,559 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,561 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,565 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,567 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,569 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,569 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,570 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,570 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,571 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,571 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,572 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,572 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,572 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,573 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,573 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,581 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,591 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,601 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,611 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,621 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,631 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,641 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,651 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,661 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,671 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,681 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,691 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,701 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,711 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,721 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,731 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,741 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,751 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,761 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,771 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,781 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,791 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,801 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,811 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,874 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,874 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,875 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,875 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,876 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,876 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,883 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,891 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,901 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,911 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,921 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,931 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,941 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,951 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,961 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,971 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,981 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:42,991 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:43,001 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:43,011 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:43,021 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:43,031 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:43,041 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:43,052 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:43,066 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:43,071 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:43,081 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:43,091 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:43,101 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:43,111 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:43,121 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:43,131 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:43,141 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:43,151 - INFO - trun angle: -35.55026094852983, filter angle: -3.555026094852983
2025-03-28 15:48:43,152 - INFO - trun angle: -35.55026094852983, filter angle: -6.754549580220669
2025-03-28 15:48:43,152 - INFO - trun angle: -35.55026094852983, filter angle: -9.634120717051584
2025-03-28 15:48:43,153 - INFO - trun angle: -35.55026094852983, filter angle: -12.225734740199409
2025-03-28 15:48:43,153 - INFO - ego_x:118.81712340000001,ego_y:31.892597999999992
2025-03-28 15:48:43,154 - INFO - final turn angle:-12.225734740199409
2025-03-28 15:48:43,154 - INFO - trun angle: -35.55026094852983, filter angle: -14.558187361032449
2025-03-28 15:48:43,155 - INFO - trun angle: -35.55026094852983, filter angle: -16.657394719782186
2025-03-28 15:48:43,155 - INFO - trun angle: -35.55026094852983, filter angle: -18.54668134265695
2025-03-28 15:48:43,156 - INFO - trun angle: -35.55026094852983, filter angle: -20.24703930324424
2025-03-28 15:48:43,159 - INFO - final turn angle:-20.24703930324424
2025-03-28 15:48:43,160 - INFO - trun angle: -35.55026094852983, filter angle: -21.7773614677728
2025-03-28 15:48:43,161 - INFO - trun angle: -35.55026094852983, filter angle: -23.154651415848498
2025-03-28 15:48:43,161 - INFO - trun angle: -35.55026094852983, filter angle: -24.394212369116634
